Data,Valor,Identificador,Descrição
2026-07-09,-10.00,STG-STRESS-0877,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-10,-10.00,STG-STRESS-0878,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-11,-10.00,STG-STRESS-0879,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-12,1000.00,STG-STRESS-0880,STG-QA PIX RECEBIDO RECORRENTE
2026-07-13,-10.00,STG-STRESS-0881,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-14,-10.00,STG-STRESS-0882,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-15,-10.00,STG-STRESS-0883,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-16,-10.00,STG-STRESS-0884,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-17,-10.00,STG-STRESS-0885,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-18,-10.00,STG-STRESS-0886,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-19,-10.00,STG-STRESS-0887,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-20,-10.00,STG-STRESS-0888,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-21,-10.00,STG-STRESS-0889,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-22,1000.00,STG-STRESS-0890,STG-QA PIX RECEBIDO RECORRENTE
2026-07-23,-10.00,STG-STRESS-0891,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-24,-10.00,STG-STRESS-0892,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-25,-10.00,STG-STRESS-0893,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-26,-10.00,STG-STRESS-0894,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-27,-10.00,STG-STRESS-0895,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-28,-10.00,STG-STRESS-0896,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-01,-10.00,STG-STRESS-0897,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-02,-10.00,STG-STRESS-0898,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-03,-10.00,STG-STRESS-0899,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-04,1000.00,STG-STRESS-0900,STG-QA PIX RECEBIDO RECORRENTE
2026-07-05,-10.00,STG-STRESS-0901,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-06,-10.00,STG-STRESS-0902,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-07,-10.00,STG-STRESS-0903,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-08,-10.00,STG-STRESS-0904,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-09,-10.00,STG-STRESS-0905,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-10,-10.00,STG-STRESS-0906,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-11,-10.00,STG-STRESS-0907,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-12,-10.00,STG-STRESS-0908,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-13,-10.00,STG-STRESS-0909,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-14,1000.00,STG-STRESS-0910,STG-QA PIX RECEBIDO RECORRENTE
2026-07-15,-10.00,STG-STRESS-0911,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-16,-10.00,STG-STRESS-0912,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-17,-10.00,STG-STRESS-0913,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-18,-10.00,STG-STRESS-0914,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-19,-10.00,STG-STRESS-0915,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-20,-10.00,STG-STRESS-0916,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-21,-10.00,STG-STRESS-0917,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-22,-10.00,STG-STRESS-0918,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-23,-10.00,STG-STRESS-0919,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-24,1000.00,STG-STRESS-0920,STG-QA PIX RECEBIDO RECORRENTE
2026-07-25,-10.00,STG-STRESS-0921,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-26,-10.00,STG-STRESS-0922,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-27,-10.00,STG-STRESS-0923,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-28,-10.00,STG-STRESS-0924,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-01,-10.00,STG-STRESS-0925,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-02,-10.00,STG-STRESS-0926,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-03,-10.00,STG-STRESS-0927,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-04,-10.00,STG-STRESS-0928,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-05,-10.00,STG-STRESS-0929,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-06,1000.00,STG-STRESS-0930,STG-QA PIX RECEBIDO RECORRENTE
2026-07-07,-10.00,STG-STRESS-0931,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-08,-10.00,STG-STRESS-0932,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-09,-10.00,STG-STRESS-0933,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-10,-10.00,STG-STRESS-0934,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-11,-10.00,STG-STRESS-0935,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-12,-10.00,STG-STRESS-0936,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-13,-10.00,STG-STRESS-0937,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-14,-10.00,STG-STRESS-0938,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-15,-10.00,STG-STRESS-0939,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-16,1000.00,STG-STRESS-0940,STG-QA PIX RECEBIDO RECORRENTE
2026-07-17,-10.00,STG-STRESS-0941,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-18,-10.00,STG-STRESS-0942,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-19,-10.00,STG-STRESS-0943,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-20,-10.00,STG-STRESS-0944,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-21,-10.00,STG-STRESS-0945,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-22,-10.00,STG-STRESS-0946,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-23,-10.00,STG-STRESS-0947,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-24,-10.00,STG-STRESS-0948,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-25,-10.00,STG-STRESS-0949,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-26,1000.00,STG-STRESS-0950,STG-QA PIX RECEBIDO RECORRENTE
2026-07-27,-10.00,STG-STRESS-0951,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-28,-10.00,STG-STRESS-0952,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-01,-10.00,STG-STRESS-0953,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-02,-10.00,STG-STRESS-0954,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-03,-10.00,STG-STRESS-0955,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-04,-10.00,STG-STRESS-0956,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-05,-10.00,STG-STRESS-0957,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-06,-10.00,STG-STRESS-0958,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-07,-10.00,STG-STRESS-0959,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-08,1000.00,STG-STRESS-0960,STG-QA PIX RECEBIDO RECORRENTE
2026-07-09,-10.00,STG-STRESS-0961,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-10,-10.00,STG-STRESS-0962,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-11,-10.00,STG-STRESS-0963,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-12,-10.00,STG-STRESS-0964,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-13,-10.00,STG-STRESS-0965,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-14,-10.00,STG-STRESS-0966,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-15,-10.00,STG-STRESS-0967,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-16,-10.00,STG-STRESS-0968,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-17,-10.00,STG-STRESS-0969,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-18,1000.00,STG-STRESS-0970,STG-QA PIX RECEBIDO RECORRENTE
2026-07-19,-10.00,STG-STRESS-0971,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-20,-10.00,STG-STRESS-0972,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-21,-10.00,STG-STRESS-0973,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-22,-10.00,STG-STRESS-0974,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-23,-10.00,STG-STRESS-0975,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-24,-10.00,STG-STRESS-0976,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-25,-10.00,STG-STRESS-0977,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-26,-10.00,STG-STRESS-0978,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-27,-10.00,STG-STRESS-0979,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-28,1000.00,STG-STRESS-0980,STG-QA PIX RECEBIDO RECORRENTE
2026-07-01,-10.00,STG-STRESS-0981,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-02,-10.00,STG-STRESS-0982,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-03,-10.00,STG-STRESS-0983,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-04,-10.00,STG-STRESS-0984,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-05,-10.00,STG-STRESS-0985,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-06,-10.00,STG-STRESS-0986,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-07,-10.00,STG-STRESS-0987,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-08,-10.00,STG-STRESS-0988,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-09,-10.00,STG-STRESS-0989,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-10,1000.00,STG-STRESS-0990,STG-QA PIX RECEBIDO RECORRENTE
2026-07-11,-10.00,STG-STRESS-0991,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-12,-10.00,STG-STRESS-0992,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-13,-10.00,STG-STRESS-0993,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-14,-10.00,STG-STRESS-0994,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-15,-10.00,STG-STRESS-0995,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-16,-10.00,STG-STRESS-0996,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-17,-10.00,STG-STRESS-0997,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-18,-10.00,STG-STRESS-0998,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-19,-10.00,STG-STRESS-0999,STG-QA COMPRA REPETIDA MESMO VALOR
2026-07-20,1000.00,STG-STRESS-1000,STG-QA PIX RECEBIDO RECORRENTE
